eo_number,document_number,title,president,signing_date,publication_date,citation,body_char_count,pdf_url,raw_text_url,summary,primary_topic,primary_topic_as_extracted,topic_other_reason,secondary_topics,instrument,instrument_other_reason,finish_reason
14128,2024-27850,Establishing a Second Emergency Board To Investigate a Dispute Between New Jersey Transit Rail Operations and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen,Joseph R. Biden Jr.,2024-11-21,2024-11-26,89 FR 93145,4215,https://www.govinfo.gov/content/pkg/FR-2024-11-26/pdf/2024-27850.pdf,https://www.federalregister.gov/documents/full_text/text/2024/11/26/2024-27850.txt,"Executive Order 14128 creates a second emergency board to investigate a labor dispute between New Jersey Transit Rail Operations and its locomotive engineers, and sets reporting and conduct deadlines.",labor_and_workforce,,,[],creates_body,,stop
14129,2024-31143,"Providing for the Closing of Executive Departments and Agencies of the Federal Government on December 24, 2024",Joseph R. Biden Jr.,2024-12-18,2024-12-26,89 FR 104857,2586,https://www.govinfo.gov/content/pkg/FR-2024-12-26/pdf/2024-31143.pdf,https://www.federalregister.gov/documents/full_text/text/2024/12/26/2024-31143.txt,The order directs the closure of all executive departments and agencies on a specific date.,government_administration,,,[],other,orders the closure of all executive departments and agencies of the Federal Government,stop
14130,2024-31354,"2024 Amendments to the Manual for Courts Martial, United States",Joseph R. Biden Jr.,2024-12-20,2024-12-27,89 FR 105343,6018,https://www.govinfo.gov/content/pkg/FR-2024-12-27/pdf/2024-31354.pdf,https://www.federalregister.gov/documents/full_text/text/2024/12/27/2024-31354.txt,"Executive Order 14130 amends the Manual for Courts‑Martial and adds regulations for randomized selection of court‑martial members, with staggered effective dates.",justice_and_law_enforcement,,,[],revokes_or_amends,,stop
14131,2024-31355,Amendments to Executive Orders Relating to Certain Certificates and Badges,Joseph R. Biden Jr.,2024-12-20,2024-12-27,89 FR 105377,7158,https://www.govinfo.gov/content/pkg/FR-2024-12-27/pdf/2024-31355.pdf,https://www.federalregister.gov/documents/full_text/text/2024/12/27/2024-31355.txt,"The order amends Executive Order 12793 (as amended) by revising the text of Section 1 (Presidential Service Certificate) and Section 2 (Presidential Service Badge), and amends Executive Order 11926 (as amended) by revising Sections 1, 2, 4, and 6 concerning the Vice‑Presidential Service Badge.",government_administration,,,[],revokes_or_amends,,stop
14132,2024-31466,Adjustments of Certain Rates of Pay,Joseph R. Biden Jr.,2024-12-23,2024-12-30,89 FR 106963,4464,https://www.govinfo.gov/content/pkg/FR-2024-12-30/pdf/2024-31466.pdf,https://www.federalregister.gov/documents/full_text/text/2024/12/30/2024-31466.txt,Executive Order 14132 updates the federal pay tables for multiple civil‑service and uniformed‑service pay systems and supersedes the prior 2023 pay‑adjustment order.,government_administration,,,[],adjusts_pay_or_admin,,stop
14133,2024-31766,"Providing for the Closing of Executive Departments and Agencies of the Federal Government on January 9, 2025",Joseph R. Biden Jr.,2024-12-30,2025-01-03,90 FR 187,2599,https://www.govinfo.gov/content/pkg/FR-2025-01-03/pdf/2024-31766.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/03/2024-31766.txt,"Executive Order 14133 directs that all federal executive departments and agencies close on 9 January 2025, allows limited exceptions for national‑security or public‑need functions, and tasks the Director of OPM with implementation. It also ties the date to the provisions of EO 11582 and related statutes.",government_administration,,,[],other,orders the closure of all executive departments and agencies on a specific date,stop
14134,2025-00595,Providing an Order of Succession Within the Department of Agriculture,Joseph R. Biden Jr.,2025-01-03,2025-01-13,90 FR 2577,4771,https://www.govinfo.gov/content/pkg/FR-2025-01-13/pdf/2025-00595.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/13/2025-00595.txt,Executive Order 14134 establishes a succession order for the Department of Agriculture and revokes the prior succession order (EO 13612).,government_administration,,,[],adjusts_pay_or_admin,,stop
14135,2025-00603,Providing an Order of Succession Within the Department of Homeland Security,Joseph R. Biden Jr.,2025-01-03,2025-01-13,90 FR 2579,4751,https://www.govinfo.gov/content/pkg/FR-2025-01-13/pdf/2025-00603.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/13/2025-00603.txt,Executive Order 14135 establishes a succession list for the Department of Homeland Security and revokes/strikes prior succession provisions.,government_administration,,,[],adjusts_pay_or_admin,,stop
14136,2025-00611,Providing an Order of Succession Within the Department of Justice,Joseph R. Biden Jr.,2025-01-03,2025-01-13,90 FR 2581,3836,https://www.govinfo.gov/content/pkg/FR-2025-01-13/pdf/2025-00611.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/13/2025-00611.txt,"Executive Order 14136 establishes a new order of succession for the Department of Justice, specifying that the United States Attorneys for the Southern District of New York, District of Arizona, Northern District of Illinois, and District of Hawaii shall serve as acting Attorney General if the Attorney General and designated officials are unavailable. The order also revokes the earlier Executive Order 13787 that provided a prior succession plan. It cites authority under the Constitution, the Federal Vacancies Reform Act, and 28 U.S.C. 508, and affirms the President’s discretion to depart from the succession list.",government_administration,,,"[""justice_and_law_enforcement""]",revokes_or_amends,,stop
14137,2025-00618,Providing an Order of Succession Within the Department of the Treasury,Joseph R. Biden Jr.,2025-01-03,2025-01-13,90 FR 2583,4228,https://www.govinfo.gov/content/pkg/FR-2025-01-13/pdf/2025-00618.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/13/2025-00618.txt,Executive Order 14137 establishes a Treasury Department succession order and revokes a prior succession order.,government_administration,,,[],other,establishes an order of succession for the Secretary of the Treasury,stop
14138,2025-00619,Providing an Order of Succession Within the Office of Management and Budget,Joseph R. Biden Jr.,2025-01-03,2025-01-13,90 FR 2585,4171,https://www.govinfo.gov/content/pkg/FR-2025-01-13/pdf/2025-00619.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/13/2025-00619.txt,The order establishes a succession list for the Office of Management and Budget Director and revokes the previous order of succession (EO 13615).,government_administration,,,[],adjusts_pay_or_admin,,stop
14139,2025-00620,Providing an Order of Succession Within the Office of the National Cyber Director,Joseph R. Biden Jr.,2025-01-03,2025-01-13,90 FR 2587,3348,https://www.govinfo.gov/content/pkg/FR-2025-01-13/pdf/2025-00620.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/13/2025-00620.txt,"Executive Order 14139 establishes an order of succession for the Office of the National Cyber Director. It lists the Deputy National Cyber Director, Chief of Staff, and various Assistant Directors as the officials who will serve as Acting Director if the Director is unable to serve. The order also sets exceptions, stating that acting officials cannot serve as Director solely by virtue of this order and that the President may deviate from the succession list. The order is issued under the President’s constitutional authority and the Federal Vacancies Reform Act.",government_administration,,,[],delegates_authority,,stop
14140,2025-00622,Taking Additional Steps With Respect to the Situation in the Western Balkans,Joseph R. Biden Jr.,2025-01-08,2025-01-13,90 FR 2589,7453,https://www.govinfo.gov/content/pkg/FR-2025-01-13/pdf/2025-00622.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/13/2025-00622.txt,"Executive Order 14140 amends Executive Order 14033 to expand U.S. sanctions on persons linked to destabilizing activities in the Western Balkans, including corruption, human‑rights abuse, and threats to peace.",foreign_policy,,,[],revokes_or_amends,,stop
14141,2025-01395,Advancing United States Leadership in Artificial Intelligence Infrastructure,Joseph R. Biden Jr.,2025-01-14,2025-01-17,90 FR 5469,97145,https://www.govinfo.gov/content/pkg/FR-2025-01-17/pdf/2025-01395.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/17/2025-01395.txt,"Executive Order 14141 directs multiple federal officials to take actions that advance U.S. leadership in artificial‑intelligence (AI) infrastructure, including site identification, reporting, permitting, transmission planning, and international engagement.",technology_and_research,,,[],delegates_authority,,stop
14142,2025-01437,Taking Additional Steps With Respect to the Situation in Syria,Joseph R. Biden Jr.,2025-01-15,2025-01-17,90 FR 6709,3145,https://www.govinfo.gov/content/pkg/FR-2025-01-17/pdf/2025-01437.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/17/2025-01437.txt,"The order amends Executive Order 13894, which concerns sanctions related to the situation in Syria.",foreign_policy,,,[],revokes_or_amends,,stop
14143,2025-01467,Providing for the Appointment of Alumni of AmeriCorps to the Competitive Service,Joseph R. Biden Jr.,2025-01-16,2025-01-17,90 FR 6751,7758,https://www.govinfo.gov/content/pkg/FR-2025-01-17/pdf/2025-01467.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/17/2025-01467.txt,"Executive Order 14143 authorizes agency heads to non‑competitively appoint certified AmeriCorps alumni to competitive service positions, authorizes the Director of OPM to issue implementing regulations, and sets a deadline for such appointments.",government_administration,,,[],delegates_authority,,stop
14144,2025-01470,Strengthening and Promoting Innovation in the Nation's Cybersecurity,Joseph R. Biden Jr.,2025-01-16,2025-01-17,90 FR 6755,71281,https://www.govinfo.gov/content/pkg/FR-2025-01-17/pdf/2025-01470.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/17/2025-01470.txt,"Executive Order 14144 directs a wide‑range set of actions to improve U.S. cybersecurity, creates new bodies to coordinate those actions, and sets numerous implementation deadlines.",technology_and_research,,,[],creates_body,,stop
14145,2025-01758,Helping Left-Behind Communities Make a Comeback,Joseph R. Biden Jr.,2025-01-19,2025-01-24,90 FR 8105,9393,https://www.govinfo.gov/content/pkg/FR-2025-01-24/pdf/2025-01758.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/24/2025-01758.txt,"Executive Order 14145 directs federal agencies to coordinate and support place‑based economic development for “covered communities,” delegating authority to the Secretary of Commerce and to implementing agencies, and sets a one‑year deadline for several actions.",energy_and_environment,,,[],delegates_authority,,stop
14146,2025-01759,Partial Revocation of Executive Order 13961,Joseph R. Biden Jr.,2025-01-19,2025-01-24,90 FR 8109,2452,https://www.govinfo.gov/content/pkg/FR-2025-01-24/pdf/2025-01759.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/24/2025-01759.txt,"Partially revokes and amends sections of Executive Order 13961, renumbering remaining sections and updating language to refer to the Restricted Principals Committee described in the National Security Memorandum of January 19, 2025.",government_administration,,,[],revokes_or_amends,,stop
14147,2025-01900,Ending the Weaponization of the Federal Government,Donald Trump,2025-01-20,2025-01-28,90 FR 8235,6573,https://www.govinfo.gov/content/pkg/FR-2025-01-28/pdf/2025-01900.pdf,https://www.federalregister.gov/documents/full_text/text/2025/01/28/2025-01900.txt,"Executive Order 14147 directs senior officials to review past federal law‑enforcement and intelligence actions and to report findings to the President, while reaffirming existing agency authority and document‑retention obligations.",justice_and_law_enforcement,,,[],delegates_authority,,stop
