eo_number,document_number,kind,detail,created_at
13286,03-5343,ungrounded_relationships,"Sec. 37. Executive Order 12733 of November 13, 1990 ... is amended by striking “the Secretary of Transportation” and inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 38. Executive Order 12728 of August 22, 1990 ... is amended by striking “the Secretary of Transportation” ... inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 39. Executive Order 12727 of August 27, 1990 ... is amended by striking “the Secretary of Transportation” ... inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13303,03-13412,ungrounded_relationships,shall not apply to the property and interests described in section 1 of this order,2026-09-04T20:37:49+00:00
13303,03-13412,ungrounded_relationships,shall not apply to the property and interests described in section 1 of this order,2026-09-04T20:37:49+00:00
13303,03-13412,ungrounded_relationships,shall not apply to the property and interests described in section 1 of this order,2026-09-04T20:37:49+00:00
13304,03-13694,ungrounded_relationships,"revoke those and all related orders (Executive Orders 12846 of April 25, 1993, and 12934 of October 25, 1994, ...)",2026-09-04T20:37:49+00:00
13304,03-13694,ungrounded_relationships,"revoke those and all related orders (Executive Orders 12846 of April 25, 1993, and 12934 of October 25, 1994, ...)",2026-09-04T20:37:49+00:00
13356,04-20052,ungrounded_relationships,"Not later than 120 days after the date of this order, the Council shall report to the President ... on a plan",2026-09-04T20:37:49+00:00
13397,06-2362,ungrounded_relationships,The Secretary shall consult with the Director of the White House Office of Faith- Based and Community Initiatives (WHOFBCI Director) prior to making such appointment.,2026-09-04T20:37:49+00:00
13467,08-1409,ungrounded_relationships,"Existing delegations of authority made pursuant to Executive Order 13381 of June 27, 2005, as amended, ... shall remain in effect",2026-09-04T20:37:49+00:00
13593,2011-32486,ungrounded_relationships,"Section 1. Parts III and IV of the Manual for Courts- Martial, United States, are amended as described in the Annex attached and made a part of this order.",2026-09-04T20:37:49+00:00
13604,2012-7636,ungrounded_relationships,this order expands upon efforts undertaken pursuant to Executive Order 13563,2026-09-04T20:37:49+00:00
13625,2012-22062,ungrounded_relationships,the Task Force shall consist of representatives from … the Department of Education; the Office of Management and Budget; the Domestic Policy Council; the National Security Staff; the Office of Science and Technology Policy; the Office of National Drug Control Policy,2026-09-04T20:37:49+00:00
13668,2014-12651,ungrounded_relationships,"the prohibitions set forth in section 1 of Executive Order 13303 of May 22, 2003, are hereby terminated",2026-09-04T20:37:49+00:00
13716,2016-01325,ungrounded_relationships,"Executive Order 13574 of May 23, 2011 (Authorizing the Implementation of Certain Sanctions)",2026-09-04T20:37:49+00:00
13721,2016-06250,ungrounded_relationships,"Sec. 2. Revocation. Executive Order 13584 of September 9, 2011 … is revoked.",2026-09-04T20:37:49+00:00
13754,2016-30277,ungrounded_relationships,"within 9 months of the date of this order, shall provide the AESC with recommendations on pollution from vessels",2026-09-04T20:37:49+00:00
13783,2017-06576,ungrounded_relationships,"The following Presidential actions are hereby revoked: (ii) The Presidential Memorandum of June 25, 2013 (Power Sector Carbon Pollution Standards)",2026-09-04T20:37:49+00:00
13783,2017-06576,ungrounded_relationships,"The following Presidential actions are hereby revoked: (iii) The Presidential Memorandum of November 3, 2015 (Mitigating Impacts on Natural Resources from Development and Encouraging Related Private Investment)",2026-09-04T20:37:49+00:00
13783,2017-06576,ungrounded_relationships,"The following Presidential actions are hereby revoked: (iv) The Presidential Memorandum of September 21, 2016 (Climate Change and National Security)",2026-09-04T20:37:49+00:00
13783,2017-06576,ungrounded_relationships,The following reports shall be rescinded: (ii) The Report of the Executive Office of the President of March 2014 (Climate Action Plan Strategy to Reduce Methane Emissions),2026-09-04T20:37:49+00:00
13823,2018-02261,ungrounded_relationships,"Section 3 of Executive Order 13492 of January 22, 2009 ... ordering the closure of detention facilities at U.S. Naval Station Guantánamo Bay, is hereby revoked.",2026-09-04T20:37:49+00:00
13842,2018-15195,ungrounded_relationships,"Nothing in this order shall be construed to impair or otherwise affect: (i) the authority granted by law to an executive department, agency, or the head thereof; (ii) the functions of the Director of the Office of Management and Budget relating to budgetary, administrative, or legislative proposals.",2026-09-04T20:37:49+00:00
13850,2018-24254,ungrounded_relationships,"relied upon for additional steps taken in Executive Order 13827 of March 19, 2018",2026-09-04T20:37:49+00:00
13850,2018-24254,ungrounded_relationships,"relied upon for additional steps taken in Executive Order 13835 of May 21, 2018",2026-09-04T20:37:49+00:00
13884,2019-17052,ungrounded_relationships,"All property and interests in property of the Government of Venezuela ... are blocked and may not be transferred, paid, exported, withdrawn, or dealt in.",2026-09-04T20:37:49+00:00
14013,2021-02804,ungrounded_relationships,"The Presidential Memorandum of March 6, 2017 (Implementing Immediate Heightened Screening and Vetting of Applications for Visas and Other Immigration Benefits …) is revoked.",2026-09-04T20:37:49+00:00
14034,2021-12506,ungrounded_relationships,"The Director of the Office of Management and Budget and the heads of executive departments and agencies shall promptly take steps to rescind any orders, rules, regulations, guidelines, or policies, or portions thereof, implementing or enforcing Executive Orders 13942, 13943, or 13971",2026-09-04T20:37:49+00:00
14058,2021-27380,ungrounded_relationships,"Executive Order 13571 of April 27, 2011 (Streamlining Service Delivery and Improving Customer Service), further required agencies to develop a “Customer Service Plan …”",2026-09-04T20:37:49+00:00
14066,2022-05232,ungrounded_relationships,the importation into the United States of the following products of Russian Federation origin: crude oil; petroleum; liquefied natural gas; coal; and coal products;,2026-09-04T20:37:49+00:00
14128,2024-27850,ungrounded_relationships,A party empowered by the RLA has requested that the President establish a second emergency board pursuant to section 9A of the RLA (45 U.S.C. § 159a),2026-09-04T20:37:49+00:00
14159,2025-02006,ungrounded_relationships,"Executive Order 13993 of January 20, 2021 … Executive Order 14010 of February 2, 2021 … Executive Order 14011 of February 2, 2021 … Executive Order 14012 of February 2, 2021 are hereby revoked",2026-09-04T20:37:49+00:00
14180,2025-02173,ungrounded_relationships,The Council shall hold its first public meeting within 90 days of the date of this order.,2026-09-04T20:37:49+00:00
14192,2025-02345,ungrounded_relationships,"shall reinstate the Memorandum of Agreement between the Department of Treasury and the Office of Management and Budget of April 11, 2018",2026-09-04T20:37:49+00:00
14198,2025-02479,ungrounded_relationships,"the exceptions set forth in section 2(a) of the Executive Order of February 1, 2025, are, hereby, withdrawn.",2026-09-04T20:37:49+00:00
14219,2025-03138,ungrounded_relationships,"Agency heads shall, in coordination with their DOGE Team Leads and the Director of the Office of Management and Budget, initiate a process to review regulations",2026-09-04T20:37:49+00:00
14259,2025-06378,ungrounded_relationships,"I further declared pursuant to Executive Order 14256 ... that duty‑free de minimis treatment on articles described in section 2(a) of Executive Order 14195 is no longer available effective at 12:01 a.m. eastern daylight time on May 2, 2025.",2026-09-04T20:37:49+00:00
14281,2025-07378,ungrounded_relationships,"the Presidential approval of July 25, 1966, of the Department of Justice Title VI regulations ... and the Presidential approval of July 5, 1973, of the Department of Justice Title VI regulations",2026-09-04T20:37:49+00:00
14305,2025-10803,ungrounded_relationships,the Administrator of the FAA shall ... promptly submit a notice of proposed rulemaking (NPRM) to the Office of Management and Budget (OMB) and the Task Force,2026-09-04T20:37:49+00:00
